Time,Trend,Seasonal1,Seasonal2,Noise,Combined
1,22.474221759767286,11.73701232389509,-14.81358809386338,0.014678037562296874,19.412324027361294
2,22.807290123308213,44.81269327932651,11.877777395660027,-4.085864649026008,75.41189614926874
3,23.140406631790505,66.91666402266262,-5.834702338371339,-3.7912136418071407,80.43115467427464
4,23.473563346532515,72.63710161300466,2.0139675079435184,-0.30267294393579103,97.8219595235449
5,23.806752328852603,60.57344342100133,-0.3738264595942132,2.490389224556325,86.49675851481604
6,24.13996564006913,33.67929370684312,-0.10304606239019307,2.478826761143741,60.1950400456658
7,24.47319534150045,-1.4607217131819472,0.14366536109058195,2.8706886364458915,26.026827625854978
8,24.806433494464923,-36.24310151336934,-0.0846734557293765,-8.492148422013594,-20.013489896647386
9,25.139672160280906,-62.15190604072907,0.034543746235247204,11.828873065060836,-25.148817069152077
10,25.47290340026676,-72.84375634581616,-0.009265081033098027,-9.2778222246617,-56.6579402512442
11,25.806119275740834,-65.7009145826298,0.0002932088948279696,-2.083976804820827,-41.97847890281497
12,26.139311848021492,-42.472197530113476,0.0015043563518630143,2.510427451569749,-13.820953874170373
13,26.472473178427094,-8.844805252552074,-0.0011408081538578307,1.0926021266131989,18.71912924433436
14,26.805595328275995,26.94810382420132,0.0005452874477116116,1.1287936668744882,54.88303810679951
15,27.13867035888655,56.14317723681276,-0.00018251973947912118,2.7240254069610224,86.00569048292084
16,27.471690331577125,71.59244280009348,3.0821405965145745e-05,-1.7469806379500163,97.31718331512656
17,27.804647307666073,69.51338149217925,1.1546873435032682e-05,-6.005837884394085,91.31220246232468
18,28.137533348471745,50.41502003104549,-1.4048440958116641e-05,1.5414829325215738,80.09402226359785
19,28.47034051531251,18.97330338101947,8.00750756844277e-06,5.960057184854647,53.40370908869419
20,28.803060869506723,-17.11373965376882,-3.181182666138557e-06,-2.943060552608679,8.746257481946557
21,29.135686472372736,-49.01074235877807,8.14372710381153e-07,-2.183384225810075,-22.058439297842696
22,29.468209385228917,-68.90820602496213,1.0652979321329881e-09,3.2459956788541495,-36.19400095981376
23,29.80062166939361,-71.93453759853367,-1.516113526236418e-07,1.1994651013084796,-40.934450979442936
24,30.132915386185186,-57.34878556327892,1.0930168646185137e-07,-1.9193254449505557,-29.135195512742605
25,30.46508259692199,-28.722050713314204,-5.0859319267613215e-08,-5.64098108447038,-3.8979492517219114
26,30.797115362922398,6.936843867807951,1.6486999703285484e-08,4.7921090441151835,42.526068291332535
27,31.12900574550475,40.89735713920305,-2.48708295918472e-09,-1.3424929356910473,70.68386994652967
28,31.46074580598741,64.84477103772673,-1.257541860113855e-09,3.597122876209059,99.90263971866565
29,31.792327605688737,72.91592344576267,1.368909830234389e-09,-0.40546362015500814,104.30278743266531
30,32.12374320592709,63.13471476254268,-7.557465780704798e-10,-1.0691877047990312,94.18927026291499
31,32.45498466802083,37.895926005297596,2.922705935651126e-10,1.7462388527676749,72.09714952637837
32,32.7860440532883,3.3788928953314508,-7.110506659730657e-11,-4.551542898652566,31.613394049896083
33,33.116913423047876,-31.96541103842129,-2.7811801482587135e-12,1.0898490409362154,2.24135142556002
34,33.44758483861791,-59.48346751728455,1.517908134607251e-11,-0.9920271774867238,-27.027909856138187
35,33.77805036131675,-72.43789658946142,-1.0447718570389748e-11,-0.4640971293195176,-39.12394335747463
36,34.10830205246277,-67.65700221657433,4.734165599318722e-12,1.221770231889138,-32.32692993221769
37,34.43833197337431,-46.31131408062642,-1.4840037418156558e-12,7.82475727944105,-4.04822482781254
38,34.76813218536974,-13.62700109419733,1.949147558003182e-13,-2.1097064388967866,19.031424652275813
39,35.09769474976741,22.39367701836921,1.3409994379293688e-13,-7.4376638090458504,50.05370795909091
40,35.4270117278857,52.93160199004935,-1.3295468692341993e-13,2.469255908654792,90.8278696265897
41,35.75607518104294,70.51002474040892,7.118588684525289e-14,-1.8417611106681495,104.42433881078378
42,36.08487717055749,70.8251343112339,-2.678643526249877e-14,3.816860648250529,110.72687213004188
43,36.41340975774772,53.79978088975583,6.160711700522643e-15,-3.578470141969814,86.63472050553374
44,36.74166500393199,23.60236477351139,5.120291417580551e-16,1.300043780628627,61.64407355807201
45,37.06963497042865,-12.373733400537414,-1.510921402170964e-15,0.604929848840988,25.300831418732226
46,37.39731171855607,-45.320310089095585,9.963996722211562e-16,4.078513380900673,-3.8444849896388433
47,37.724687309632586,-67.1708942667718,-4.397745967438768e-16,-6.744311953276233,-36.19051891041544
48,38.05175380497656,-72.5757008611063,1.3306269957034993e-16,5.729530103741771,-28.794416952387962
49,38.37850326590637,-60.21144471858621,-1.4645395322423903e-17,-1.1702054491272622,-23.003146901807103
50,38.70492775374036,-33.10532696140856,-1.4069086051318748e-17,-4.056976335060001,1.5426244572717982
51,39.03101932979688,2.106129424563501,1.2873873823114953e-17,3.6708530740055654,44.80800182836594
52,39.3567700553943,36.80193187357083,-6.692018097341012e-18,-3.03759466534062,73.12110726362451
53,39.68217199185098,62.48733788768313,2.4486491641185414e-18,0.3554477202961741,102.52495759983027
54,40.00721720048527,72.87366426479358,-5.28972638778025e-19,2.986458549344901,115.86734001462375
55,40.33189774261553,65.41797607198978,-7.150786948758433e-20,-2.729172325950611,103.0207014886547
56,40.656205679560124,41.94568580508619,1.4962428596021003e-19,0.5859551405683959,83.18784662521472
57,40.98013307263739,8.203628746162597,-9.481885202613105e-20,3.542226956895418,52.72598877569541
58,41.30367198316571,-27.54696274137644,4.0767365048015457e-20,-1.3389392716031565,12.41776997018611
59,41.62681447246343,-56.55309701591416,-1.1880817385533932e-20,-3.5417680920413828,-18.468050635492116
60,41.94955260184891,-71.71306078274505,1.0296168541650448e-21,1.6784213378046555,-28.08508684309148
61,42.271878432640506,-69.31516618952867,1.4569958766801269e-21,1.4027394562540687,-25.640548300634094
62,42.59378402615658,-49.94650146218197,-1.2430037252099e-21,-5.6572005023657885,-13.009917938391183
63,42.91526144371548,-18.349191231757143,6.278689839428483e-22,5.397474234491583,29.96354444644992
64,43.23630274663557,17.74064096261838,-2.232338586971582e-22,-0.2733921773729524,60.703551531881
65,43.55689999623522,49.48694552286099,4.4930420747869296e-23,0.1138017723373707,93.15764729143358
66,43.87704525383277,69.11711990154494,8.898112273242463e-24,1.6395106607490453,114.63367581612675
67,44.196730580746575,71.82501278450276,-1.4748751590916775e-23,0.10251429604232311,116.12425766129167
68,44.51594803829501,56.94763755292046,9.003912373930828e-24,-5.755901378948327,95.70768421226714
69,44.83468968779641,28.127494530089916,-3.771106123143432e-24,3.616570288263389,76.57875450614972
