Time,Trend,Seasonal1,Seasonal2,Noise,Combined
1,136.25545616289628,-36.78923346356379,-0.5206512054672532,0.068829273552152,99.01440076741738
2,200.0,-37.0010004732634,0.0024168739921313033,10.279903840318065,173.2813202410468
3,200.0,29.54608409381099,6.425568986736102e-05,7.0007072875707985,236.54685563707164
4,200.0,15.647420102579186,-2.2826468857320763e-06,-5.106248863744383,210.54116895618793
5,200.0,-8.762746911345047,4.4242628801991085e-08,-1.1126316740980946,190.12462145879948
6,200.0,-55.78659825263861,-6.029173381740358e-10,-2.214853598189009,141.99854814856945
7,200.0,83.3947088495494,4.991936483643802e-12,-0.24940794643458597,283.1453009031198
8,200.0,-3.0569096941233482,1.6745791811143268e-14,6.87549632611303,203.8185866319897
9,200.0,-122.86357868108547,-1.6656038261815277e-15,-7.19421614438508,69.94220517452945
10,200.0,149.67331937891623,3.968128943806812e-17,-0.3076770286223461,349.3656423502939
11,200.0,-17.68388751638676,-6.344516221898027e-19,-4.327800959424333,177.9883115241889
12,200.0,-158.4286439549158,6.940661582163405e-21,7.002619521853799,48.573975566938
13,200.0,196.20497807553954,-2.6749265949314823e-23,2.2955603855709104,398.50053846111047
14,200.0,-42.39855476351299,-1.0003766372278061e-24,-1.8087257152725813,155.79271952121442
15,200.0,-158.52024527984022,3.2867614799209235e-26,1.7370954208455789,43.21685014100535
16,200.0,208.72783449578895,-6.185952798332065e-28,-6.516591769222529,402.2112427265664
17,200.0,-62.56197851034888,8.196262478687416e-30,-1.3968759185561417,136.041145571095
18,200.0,-129.13948091022618,-6.365339718576346e-32,10.03359398053647,80.89411307031028
19,200.0,181.42884671576934,-3.383017062092387e-34,-6.012869741798381,375.41597697397094
20,200.0,-64.26434339361653,2.451900196875926e-35,2.064394882491229,137.80005148887471
21,200.0,-83.89567786431918,-5.6160888427278415e-37,-0.3038097916915935,115.80051234398923
22,200.0,118.91068068406003,8.747247794406159e-39,-6.956521358266223,311.9541593257938
23,200.0,-39.27531907767157,-9.212774499101504e-41,3.8076458525352934,164.53232677486375
24,200.0,-39.40310117761179,2.750947866224681e-43,10.647485162749273,171.24438398513746
25,200.0,35.06680550109176,1.5381048391140634e-44,-5.215838338854224,229.85096716223754
26,200.0,11.772399094202498,-4.719206274943398e-46,-2.1226203913712314,209.64977870283127
27,200.0,-9.8944981093358,8.632194668050175e-48,-10.01631664947367,180.0891852411905
28,200.0,-50.808807830654885,-1.1111777785673977e-49,7.321299564595824,156.51249173394095
29,200.0,79.0094238302263,8.026181132731724e-52,4.758324457418389,283.7677482876447
30,200.0,-2.7493935712871505,6.172824044380725e-54,-4.229945653694065,193.02066077501877
31,200.0,-119.49820268493019,-3.5930629478185715e-55,6.775960681740503,87.27775799681031
32,200.0,145.92808262786883,7.931622362833978e-57,-10.113363223290255,335.81471940457857
33,200.0,-16.33575996341118,-1.2034091657809081e-58,3.741976140554618,187.40621617714342
34,200.0,-157.25561557380456,1.2170744011944511e-60,-3.403165969616822,39.341218456578616
35,200.0,194.1799689055947,-2.460057298450516e-63,3.855103921884557,398.03507282747927
36,200.0,-40.82744167934941,-2.340651971694832e-64,9.372355749167737,168.5449140698183
37,200.0,-159.48636224935038,6.757845227427624e-66,-3.667048935105793,36.846588815543825
38,200.0,209.10289162705425,-1.2022202688898316e-67,-4.751875465986502,404.3510161610677
39,200.0,-61.71754347739697,1.5020653225974147e-69,-10.530337248835508,127.7521192737675
40,200.0,-131.60843965685527,-9.982165941254381e-72,3.805650614689347,72.19721095783407
41,200.0,184.2673806330929,-1.062495947727998e-73,2.9585277798619716,387.2259084129549
42,200.0,-64.89515019650597,5.243728111755844e-75,8.503320571957882,143.60817037545192
43,200.0,-86.87343955162203,-1.117869257178194e-76,-0.016427829641576196,113.1101326187364
44,200.0,123.62548950244177,1.6519482908039233e-78,-4.4283229757231855,319.1971665267186
45,200.0,-41.656438015405996,-1.5993349837541833e-80,-3.261834080933442,155.08172790366055
46,200.0,-41.866086421255645,1.5004828790401778e-83,5.929788194647853,164.06370177339218
47,200.0,40.57961539903389,3.5312428292710474e-84,-9.057072918775935,231.52254248025795
48,200.0,7.962898013129891,-9.652585247398183e-86,3.8250131549102266,211.78791116804013
49,200.0,-11.116702659526766,1.6710558184041395e-87,4.9054141440187315,193.78871148449196
50,200.0,-45.76200189735116,-2.0241722609109367e-89,-3.553758806666246,150.6842392959826
51,200.0,74.62352505726984,1.2201206214384956e-91,-1.403902555854782,273.2196225014151
52,200.0,-2.5256750699433326,1.7606401620867495e-93,1.9699325670252454,199.4442574970819
53,200.0,-116.0088505157641,-7.623963583607941e-95,-2.922623589109947,81.06852589512596
54,200.0,142.1086574726894,1.572308817023979e-96,10.510451614354986,352.61910908704436
55,200.0,-15.031839008333318,-2.2624964778412575e-98,-9.913264622380254,175.05489636928644
56,200.0,-155.94036576028526,2.089103590063186e-100,-2.8975537668865785,41.16208047282816
57,200.0,192.02193344136876,6.0920540642663e-104,5.434134940550025,397.45606838191884
58,200.0,-39.242122530960124,-5.2881098728301634e-104,-1.3784860858331962,159.37939138320667
59,200.0,-160.3321704716131,1.3753859262505364e-105,4.204962617404524,43.87279214579143
60,200.0,209.31906855423162,-2.318112104604126e-107,-5.215348236162766,404.1037203180689
61,200.0,-60.80205917565182,2.7186964072370546e-109,3.10845273809124,142.3063935624394
62,200.0,-134.010400904991,-1.4578778546294168e-111,0.8271556671095642,66.81675476211856
63,200.0,186.9627928122025,-2.840320786515771e-113,-6.597137876373261,380.36565493582924
64,200.0,-65.41976333279464,1.1046240628482788e-114,1.427183922297287,136.00742058950263
65,200.0,-89.85084037912523,-2.2070675334532807e-116,7.45602948354845,117.60518910442322
66,200.0,128.2508182502006,3.0913555052169425e-118,-0.23099564837683265,328.01982260182376
67,200.0,-43.93130965788447,-2.7102372404247296e-120,-5.868459113722418,150.2002312283931
68,200.0,-44.38704345070428,-4.62375363899115e-123,0.5509932603645079,156.16394980966024
69,200.0,46.07945298427357,7.868249201696392e-124,-3.132324797286721,242.94712818698687
70,200.0,4.222327223632313,-1.9552095535206012e-125,3.584199316988896,207.8065265406212
71,200.0,-12.428542004745353,3.2092490003941666e-127,3.748668514893004,191.32012651014767
72,200.0,-40.650547942046956,-3.6384141470050685e-129,3.8255608437859436,163.175012901739
73,200.0,70.2415934375913,1.6885865037174922e-131,-12.00878270317155,258.23281073441973
74,200.0,-2.3872301328121495,4.4912963112789894e-133,2.8304776180844815,200.44324748527234
75,200.0,-112.3979842904779,-1.5953253566799403e-134,-0.12283340123533465,87.47918230828677
76,200.0,138.21943586034917,3.0919593885432623e-136,4.360803137409164,342.58023899775833
77,200.0,-13.775341452675017,-4.213414656002075e-138,-2.296450409370792,183.9282081379542
78,200.0,-154.48283060441554,3.488267141064287e-140,7.3141166971954545,52.83128609277991
79,200.0,189.7337337673093,1.171014165413113e-142,-6.578690662238116,383.15504310507123
80,200.0,-37.64642767633312,-1.1641150088447635e-143,-7.605803262719021,154.74776906094786
81,200.0,-161.05523277575764,2.7732299796914724e-145,6.172639069913476,45.11740629415583
82,200.0,209.3767915069486,-4.433871598636367e-147,-0.2129482843751382,409.16384322257346
83,200.0,-59.8186303794419,4.850245280369643e-149,3.330290019531066,143.51165964008916
84,200.0,-136.34142212210855,-1.8687359896338805e-151,4.088831724555923,67.74740960244736
85,200.0,189.51288645084557,-6.992226049517079e-153,-6.845236844418832,382.6676496064268
