Time,Trend,Seasonal1,Seasonal2,Noise,Combined
1,3876.307177455542,-30.56026732135682,-10.61114863549921,0.009995359579511528,3835.1457568582655
2,13562.792883788397,23.52795673351116,6.633523409779498,1.363324704554078,13594.317688636242
3,13562.792883788397,2.3420656001116567,-3.4332707019799407,1.0250677542783766,13562.726746440807
4,13562.792883788397,-13.265141360365057,1.4441354301426939,-1.8219083686439428,13549.149969489532
5,13562.792883788397,5.153730227316433,-0.4199902978385106,-1.1706054208226984,13566.356018297054
6,13562.792883788397,-20.444653261918052,-0.007776945116368808,1.7218673461239153,13544.062320927487
7,13562.792883788397,-9.28795795731659,0.13009015850328332,-0.3495642818434099,13553.285451707741
8,13562.792883788397,11.9575279285265,-0.12572815854846855,-0.24001288502159215,13574.384670673355
9,13562.792883788397,22.23780838779676,0.08577881446283614,0.4780038117797832,13585.594474802438
10,13562.792883788397,-31.553083440005423,-0.047744405480915984,0.369085660896892,13531.561141603808
11,13562.792883788397,28.84736803565089,0.021968761771223706,-0.5313375886022895,13591.130882997219
12,13562.792883788397,19.004331955821637,-0.0076962282953623945,-0.8011598375867018,13580.988359678337
13,13562.792883788397,29.01483366193135,0.001167814046081378,0.8077768664232868,13592.616662130797
14,13562.792883788397,-20.1362557720748,0.0010946480968065688,0.3352811410384346,13542.993003805457
15,13562.792883788397,-31.978185299976793,-0.0014174703685283269,0.8676777711292429,13531.680958789182
16,13562.792883788397,0.8720277216418983,0.0010755258721062938,-1.0997760133900967,13562.56621102252
17,13562.792883788397,-25.126234063303652,-0.0006449762725394929,-1.7608124470207178,13535.9051923018
18,13562.792883788397,-7.8512010577677875,0.00032104571157487406,1.2076480446861313,13556.149651821028
19,13562.792883788397,31.49502029864271,-0.00012784809309141968,0.7798017351284355,13595.067577974076
20,13562.792883788397,30.460168244630527,3.219594350660849e-05,-0.4907791874643073,13592.762305041506
21,13562.792883788397,-28.255545446572995,5.593650713504979e-06,0.3971671724428302,13534.934511107918
22,13562.792883788397,16.883219525221534,-1.4889559073356131e-05,1.2866128062146287,13580.962701230274
23,13562.792883788397,30.013784193041595,1.3019096639384297e-05,-2.1581192934236286,13590.64856170711
24,13562.792883788397,-30.90419020320134,-8.468747054077507e-06,-0.3683012829271815,13531.52038383352
25,13562.792883788397,-3.5415738586477987,4.5369606955541545e-06,0.8968014478186649,13560.14811591453
26,13562.792883788397,-7.734112669110015,-1.9950360120527796e-06,1.8256692998882817,13556.884438424138
27,13562.792883788397,31.89659611288178,6.402646005788525e-07,-3.958394333610485,13590.731086207932
28,13562.792883788397,-26.022451094258813,-4.834802649813219e-08,1.947064904335326,13538.717497550126
29,13562.792883788397,26.133280443071722,-1.3908482540835107e-07,0.5190408746216202,13589.445204967005
30,13562.792883788397,-15.469101297000254,1.5093992194932197e-07,1.4476524789138367,13548.77143512125
31,13562.792883788397,-14.179969424722682,-1.0796241186295989e-07,-1.4944064994521937,13547.11850775626
32,13562.792883788397,-10.217469149996177,6.222087986569942e-08,-0.5840747858896652,13551.991339914732
33,13562.792883788397,-31.97330288797891,-2.974501082056638e-08,1.0041898056713414,13531.823770676347
34,13562.792883788397,23.59260709318794,1.1126977394736648e-08,-2.121585840492704,13584.26390505222
35,13562.792883788397,-26.665724971604803,-2.2763332854115213e-09,0.38514549680939314,13536.512304311327
36,13562.792883788397,-27.817009197079788,-1.004134525054413e-09,2.1287911771781416,13537.10466576749
37,13562.792883788397,22.050346469044115,1.6515774251592163e-09,-1.8214601851572296,13583.021770073936
38,13562.792883788397,-32.01334342310044,-1.3322502923700998e-09,1.563697673090065,13532.343238037054
39,13562.792883788397,-12.304016376847883,8.293182287523484e-10,0.4783984068921743,13550.967265819272
40,13562.792883788397,-16.162998465719127,-4.275771932974746e-10,-1.2660443231096266,13545.363840999142
41,13562.792883788397,-17.425880589937893,1.7892349530505449e-10,-0.23919868657458163,13545.127804512063
42,13562.792883788397,24.727749637320613,-5.139210426367837e-11,-0.1964585009425924,13587.324174924725
43,13562.792883788397,-27.323937249366384,-1.5964518260735396e-12,0.0511896900544751,13535.520136229085
44,13562.792883788397,31.5981672036983,1.6552922212141413e-11,0.19654819052153893,13594.587599182632
45,13562.792883788397,-5.33099025833291,-1.5820965780854787e-11,0.2206198167274401,13557.682513346776
46,13562.792883788397,-6.026028312711259,1.0740583347701744e-11,0.5389022960739973,13557.30575777177
47,13562.792883788397,-31.47712585832759,-5.955394082089657e-12,0.43002076576816967,13531.745778695833
48,13562.792883788397,28.990781516180782,2.728327441556185e-12,-0.988710938112535,13590.794954366467
49,13562.792883788397,19.13212562076224,-9.48236606988753e-13,-2.0088525688442567,13579.916156840314
50,13562.792883788397,-26.83078399156809,1.37586698772295e-13,2.3980133226049882,13538.360113119434
51,13562.792883788397,29.44707060898937,1.4106524821175422e-13,0.062288777859979286,13592.302243175247
52,13562.792883788397,30.822579619210416,-1.7890392246365555e-13,-0.5385826387637596,13593.076880768844
53,13562.792883788397,-10.797070358363243,1.3489876814645427e-13,0.19764862926712368,13552.193462059302
54,13562.792883788397,-23.03115015616794,-8.05712295723637e-14,0.7242072617208639,13540.48594089395
55,13562.792883788397,4.155501089923859,3.994719830204549e-14,-0.15303738017180743,13566.79534749815
56,13562.792883788397,-31.62786322832693,-1.5815261975424755e-14,-1.8528596869925893,13529.312160873078
57,13562.792883788397,-17.27291235952401,3.9149120415259165e-15,-0.4429492182194936,13545.077022210655
58,13562.792883788397,30.36961001690796,7.587022054969811e-16,3.268716688940851,13596.431210494246
59,13562.792883788397,15.825572321594533,-1.8877869298993205e-15,-1.7705520673051307,13576.847904042688
60,13562.792883788397,26.92841003414282,1.6362062782816918e-15,0.9082219460658005,13590.629515768605
61,13562.792883788397,-31.987760019595726,-1.0595182715858893e-15,-1.83322006297249,13528.97190370583
62,13562.792883788397,19.01165057796295,5.654590504678082e-16,1.4449347800807752,13583.24946914644
63,13562.792883788397,15.89954303141316,-2.474755821093034e-16,0.08506481791644149,13578.777491637728
64,13562.792883788397,-13.530375702559855,7.864405076136796e-17,-1.6225560214665464,13547.639952064372
65,13562.792883788397,-23.838130733453056,-5.2318897411458405e-18,1.6031627144122775,13540.557915769357
66,13562.792883788397,9.898971943330512,-1.7779209655557453e-17,-0.22058167827503397,13572.471274053452
67,13562.792883788397,-17.691931179712046,1.901815143059998e-17,-0.08370365505308745,13545.017248953633
68,13562.792883788397,7.5255356479515045,-1.3528789754969244e-17,-0.10593783473532768,13570.212481601615
69,13562.792883788397,26.862985906491428,7.766637221898258e-18,-0.8548826219267099,13588.800987072962
70,13562.792883788397,-31.760969958875084,-3.6975675530016506e-18,-0.7435047320454877,13530.288409097477
71,13562.792883788397,-5.3293066801756686,1.3738432827827073e-18,3.0825519245036754,13560.546129032726
72,13562.792883788397,28.67030711976494,-2.7378042326099263e-19,0.2228304109811229,13591.686021319143
73,13562.792883788397,-19.63750434568223,-1.3114038841059222e-19,-0.31892706739851934,13542.836452375315
74,13562.792883788397,3.15881620879702,2.088430063097815e-19,-2.4947967738951657,13563.4569032233
75,13562.792883788397,7.8621404281182325,-1.6724911285102062e-19,-1.7025952426798703,13568.952428973837
76,13562.792883788397,0.7892754356683496,1.0367259769732348e-19,2.6929911592715787,13566.275150383339
77,13562.792883788397,15.318202664930874,-5.3245576723025e-20,-0.7537236708184785,13577.35736278251
78,13562.792883788397,2.9728801349229905,2.2164830869876144e-20,1.1783027947921583,13566.944066718112
79,13562.792883788397,-5.5313925073329075,-6.2854010783369e-21,2.0102640475411544,13559.271755328606
80,13562.792883788397,-26.676969182191094,-2.774543510615122e-22,-1.091425523920805,13535.024489082285
81,13562.792883788397,29.542707131705242,2.105349672981101e-21,-1.4823024401626912,13590.853288479939
82,13562.792883788397,-31.278877323548777,-1.990562324380256e-21,-1.2987194564847644,13530.215287008365
83,13562.792883788397,-24.62621142784463,1.344742825569811e-21,0.7060365319901514,13538.872708892543
84,13562.792883788397,-24.749111644594645,-7.427864016057605e-22,0.6031402491145385,13538.646912392918
85,13562.792883788397,25.850923827820885,3.387968594393572e-22,0.46896643213952904,13589.112774048357
86,13562.792883788397,31.25330317839882,-1.1679912062648777e-22,0.8935480967916085,13594.939735063588
87,13562.792883788397,7.93995130650179,1.614995407266447e-23,-2.2212293671071923,13568.511605727792
88,13562.792883788397,29.718934317104686,1.816018327960163e-23,1.0259074120279423,13593.53772551753
89,13562.792883788397,-1.571128601341824,-2.257589910175399e-23,-0.08606510798136534,13561.135690079074
90,13562.792883788397,-31.765197905514032,1.6918183802128318e-23,0.5890307315975493,13531.61671661448
91,13562.792883788397,-32.017491406546796,-1.006427370990228e-23,0.2579465794730365,13531.033338961324
92,13562.792883788397,31.59341038133793,4.970106401051074e-24,-0.9178729032602705,13593.468421266474
93,13562.792883788397,-6.938674179393204,-1.9560680307064383e-24,-0.4107389096535721,13555.44347069935
94,13562.792883788397,-32.01659583001234,4.756505134833217e-25,1.475672570954569,13532.251960529338
95,13562.792883788397,26.009164880975586,1.0225510562396762e-25,-1.7744089604335487,13587.02763970894
96,13562.792883788397,-8.174085010603878,-2.392734057435131e-25,0.7275516173149508,13555.34635039511
97,13562.792883788397,18.70749211532918,2.0561033377176207e-25,0.11556452986445187,13581.61594043359
98,13562.792883788397,-30.547156552217945,-1.3254481860913561e-25,0.4789318697943574,13532.724659105974
99,13562.792883788397,16.63202430577783,7.046954948326386e-26,0.04762462929956127,13579.472532723476
100,13562.792883788397,-31.368238253265677,-3.0694422697476506e-26,-1.2724461031236838,13530.152199432008
101,13562.792883788397,2.5034858008797265,9.656392536245267e-27,0.04940112368830182,13565.345770712966
102,13562.792883788397,0.6691439021504981,-5.526498718184865e-28,1.1985969786663706,13564.660624669214
103,13562.792883788397,-3.998929428256499,-2.2713469087746255e-27,0.31762767736868475,13559.111582037509
104,13562.792883788397,27.865138945623773,2.39588420481501e-27,-0.13193715319347232,13590.526085580828
105,13562.792883788397,-30.8783128970807,-1.695145252164382e-27,-0.3567409067743703,13531.557829984542
106,13562.792883788397,15.259020624596232,9.693841725915157e-28,-0.12840176082593424,13577.923502652167
107,13562.792883788397,32.01264866326218,-4.595940672997242e-28,-1.4990504288056563,13593.306482022854
108,13562.792883788397,-7.808222656285864,1.6959182720007694e-28,-0.030229857133393084,13554.954431274979
109,13562.792883788397,27.412757056578847,-3.2876923794758665e-29,1.4479377309462047,13591.653578575922
110,13562.792883788397,25.74906924343175,-1.7093054925871556e-29,1.4649148720140843,13590.006867903843
111,13562.792883788397,28.27809718754095,2.6402315070066614e-29,-1.7494626043149901,13589.321518371624
112,13562.792883788397,29.128733945774265,-2.099408043442735e-29,0.23969488632101965,13592.161312620492
113,13562.792883788397,-9.502404312978273,1.2959034171430357e-29,0.64270536241871,13553.933184837839
114,13562.792883788397,31.982402870267116,-6.630019945120305e-30,-0.9328415186667854,13593.842445139999
115,13562.792883788397,-22.95003810940363,2.745352005319874e-30,0.9384852172903357,13540.781330896283
116,13562.792883788397,-14.12051503905496,-7.683154831111679e-31,-1.1165623791284154,13547.555806370216
117,13562.792883788397,23.583735027035814,-4.4400314115425686e-32,0.1870965953553144,13586.563715410788
118,13562.792883788397,28.553387861211057,2.676699298997744e-31,-0.5910467812917277,13590.755224868317
119,13562.792883788397,-14.32755216239782,-2.5041581972917317e-31,0.4174415182920443,13548.88277314429
120,13562.792883788397,-31.048670414105434,1.683504632778979e-31,0.9164697882516093,13532.660683162543
121,13562.792883788397,9.294368105270838,-9.263662246875414e-32,-0.08190773002298092,13572.005344163645
122,13562.792883788397,-14.004857659638942,4.20662380428306e-32,-1.007853269796616,13547.780172858962
123,13562.792883788397,-17.179163769790982,-1.438279346290075e-32,1.093378989243374,13546.70709900785
124,13562.792883788397,28.391407793550115,1.8877532818046645e-33,0.6914330866649251,13591.875724668613
125,13562.792883788397,1.2947951426979079,2.3356150798779247e-33,-1.1488967796480745,13562.938782151447
126,13562.792883788397,-25.25474180476162,-2.8483359566267002e-33,-0.7966227130576061,13536.741519270578
127,13562.792883788397,18.589748387484146,2.1215753813326783e-33,1.2098548334912658,13582.592487009371
128,13562.792883788397,-7.670916520701139,-1.2570457672400208e-33,-0.5206616106367824,13554.60130565706
129,13562.792883788397,-28.000393322706916,6.183076864240512e-34,-1.038095584836628,13533.754394880854
130,13562.792883788397,10.331997975266377,-2.4188864237738023e-34,0.17064717024315626,13573.295528933908
131,13562.792883788397,-4.355480683999308,5.774028046757272e-35,2.159360388355841,13560.596763492753
132,13562.792883788397,21.44450834559414,1.3706529097761814e-35,-0.9919232239147234,13583.245468910076
133,13562.792883788397,8.290280001416964,-3.03186574497061e-35,-0.767011053841853,13570.316152735972
134,13562.792883788397,-31.723150986410747,2.5834622026814626e-35,1.9469788459771384,13533.016711647964
135,13562.792883788397,31.371826549121913,-1.6579910729728338e-35,-1.8712976918451596,13592.293412645675
136,13562.792883788397,31.243020959809286,8.781442578607671e-36,1.2652470949262327,13595.301151843134
137,13562.792883788397,-30.70969230489604,-3.8065480820882236e-36,-1.2495566419166613,13530.833634841585
138,13562.792883788397,32.017550622291786,1.1852259262690674e-36,-1.2958524699631824,13593.514581940726
139,13562.792883788397,-30.323093922943137,-5.64295793068134e-38,1.4228059073402746,13533.892595772795
140,13562.792883788397,-28.82747961409339,-2.9000426036590492e-37,1.2296302379483464,13535.195034412252
141,13562.792883788397,19.452489881497193,3.017851256949262e-37,0.19432907005425748,13582.43970273995
142,13562.792883788397,30.186247264510207,-2.1238152444060472e-37,-0.6810428188337432,13592.298088234073
143,13562.792883788397,-0.8448614581966506,1.2098313027336841e-37,-1.049005946685075,13560.899016383515
144,13562.792883788397,-13.704642798393847,-5.712005253181887e-38,0.11277924016969443,13549.201020230174
145,13562.792883788397,-30.080119417961726,2.093043205602845e-38,0.3338774525138472,13533.04664182295
146,13562.792883788397,24.96256709247831,-3.941365819629438e-39,-0.18595885387482464,13587.569492027
147,13562.792883788397,-29.687535426237613,-2.22388376852138e-39,0.5725477564398278,13533.6778961186
148,13562.792883788397,20.22365471366787,3.3370869994168704e-39,0.6181171498527771,13583.634655651917
149,13562.792883788397,28.677980415982724,-2.6350288550946004e-39,-0.49521700710823074,13590.975647197272
150,13562.792883788397,-27.77219807536935,1.619747172153948e-39,0.010670219711991953,13535.03135593274
151,13562.792883788397,25.324038051327577,-8.254831265799895e-40,-1.6309288147719145,13586.485993024953
152,13562.792883788397,2.888640193888246,3.3999079044238443e-40,2.172014915897564,13567.853538898184
153,13562.792883788397,15.336157450822204,-9.386551124756825e-41,-0.9215133260025479,13577.207527913217
154,13562.792883788397,26.158978356585564,-6.76242362982348e-42,-2.1790208043783674,13586.772841340604
155,13562.792883788397,-13.807300095155178,3.401784562577309e-41,2.4858433099084727,13551.47142700315
156,13562.792883788397,-24.070475716199994,-3.149863614470025e-41,1.013011946621942,13539.735420018818
157,13562.792883788397,0.6766645196449919,2.1074305904358133e-41,-1.5167241846695927,13561.952824123373
158,13562.792883788397,-31.92801025264479,-1.155225341823702e-41,1.0244830175085549,13531.889356553262
159,13562.792883788397,-16.316730901131436,5.222504379381366e-42,-0.5339343211921109,13545.942218566073
160,13562.792883788397,31.910136901995497,-1.770615682629523e-42,0.949126943355573,13595.652147633748
161,13562.792883788397,-0.5507171987811011,2.1960367700138195e-43,-1.3651683936746726,13560.876998195941
162,13562.792883788397,2.632747263247148,3.0011454239340865e-43,-1.3464989653956405,13564.07913208625
163,13562.792883788397,-7.164509862031334,-3.5930223301772585e-43,0.4656152681266629,13556.093989194493
164,13562.792883788397,-30.95795134961907,2.6602502853227716e-43,0.6465397138665356,13532.481472152645
165,13562.792883788397,0.7817554208964248,-1.5699504496845004e-43,0.2866148130089048,13563.861254022302
166,13562.792883788397,18.86142321727373,7.691355453969756e-44,1.3920590340486716,13583.04636603972
167,13562.792883788397,30.688588164209218,-2.990676423954924e-44,-0.8980676149256177,13592.58340433768
168,13562.792883788397,-24.919021607788704,7.002817138807827e-45,-0.6937885276236188,13537.180073652984
169,13562.792883788397,-11.970031615292772,1.8285720347138636e-45,0.4500494281176364,13551.272901601224
170,13562.792883788397,28.92598721029528,-3.8406361033643924e-45,0.9129566622403592,13592.631827660933
171,13562.792883788397,2.3731571531589735,3.2457134042794364e-45,-2.0474538664450415,13563.11858707511
172,13562.792883788397,31.93029819512444,-2.073799930988049e-45,1.1523857002904176,13595.875567683812
173,13562.792883788397,31.62865887804666,1.094193442910716e-45,0.5723731061277291,13594.993915772571
174,13562.792883788397,30.319752923539596,-4.720055614022387e-46,-0.7854052158253061,13592.327231496112
175,13562.792883788397,21.636802339955082,1.4541820989055897e-46,-1.8867409722455333,13582.542945156107
176,13562.792883788397,0.48701502164860944,-5.474285016336431e-48,2.2337015864021104,13565.513600396447
177,13562.792883788397,31.25366337377458,-3.70071771207566e-47,-0.9467152057561258,13593.099831956415
178,13562.792883788397,9.027696163784332,3.8007160111498036e-47,0.8558052778284286,13572.67638523001
179,13562.792883788397,-31.907299643241426,-2.660655425517731e-47,2.123235346614087,13533.008819491772
180,13562.792883788397,25.04906565461921,1.5098007838074223e-47,-2.318649156196178,13585.52330028682
181,13562.792883788397,-8.068887944504057,-7.098363464363465e-48,0.23432006228709826,13554.95831590618
182,13562.792883788397,-2.560541832768921,2.582585666502638e-48,-0.8503375941139372,13559.382004361514
183,13562.792883788397,0.21169828774822835,-4.7163542749575805e-49,-1.018782960431145,13561.985799115715
184,13562.792883788397,-31.608106204184836,-2.888522432472989e-49,1.2754262209529248,13532.460203805165
185,13562.792883788397,16.333170458495758,4.2169530749641456e-49,0.43667585967174904,13579.562730106565
186,13562.792883788397,-30.738100329349976,-3.3069666422898786e-49,1.9346866584209172,13533.989470117467
187,13562.792883788397,17.31072469325741,2.024360325265542e-49,-2.426172004858213,13577.677436476797
