Time Series,Metric,alpha,init,IMFs
TS1,R2,0,0,1 - 2
TS1,R2_Adj,0,0,1 - 2
TS1,AIC,0,0,1 - 2
TS1,BIC,0,0,1 - 2
TS2,R2,0,0,2 - 2
TS2,R2_Adj,0,0,2 - 2
TS2,AIC,0,0,3 - 3
TS2,BIC,0,0,3 - 3
TS3,R2,0,0,1 - 2
TS3,R2_Adj,0,0,1 - 2
TS3,AIC,0,0,1 - 2
TS3,BIC,0,0,1 - 2
TS4,R2,0,0,2 - 2
TS4,R2_Adj,0,0,2 - 2
TS4,AIC,0,0,2 - 2
TS4,BIC,0,0,2 - 2
TS5,R2,1000,0,2 - 10
TS5,R2_Adj,1000,0,2 - 10
TS5,AIC,1000,0,2 - 10
TS5,BIC,1000,0,2 - 10
TS6,R2,0,0,2 - 2
TS6,R2_Adj,0,0,2 - 2
TS6,AIC,0,0,2 - 2
TS6,BIC,0,0,2 - 2
TS7,R2,500,0,2 - 10
TS7,R2_Adj,500,0,2 - 10
TS7,AIC,500,0,2 - 10
TS7,BIC,500,0,2 - 10
TS8,R2,0,0,2 - 2
TS8,R2_Adj,0,0,2 - 2
TS8,AIC,0,0,2 - 2
TS8,BIC,0,0,2 - 2
TS9,R2,2500,0,1 - 10
TS9,R2_Adj,2500,0,1 - 10
TS9,AIC,2500,0,1 - 10
TS9,BIC,2500,0,1 - 10
TS10,R2,0,0,2 - 2
TS10,R2_Adj,0,0,2 - 2
TS10,AIC,0,0,2 - 2
TS10,BIC,0,0,2 - 2
TS11,R2,50000,1,2 - 10
TS11,R2_Adj,50000,1,2 - 10
TS11,AIC,50000,1,2 - 10
TS11,BIC,50000,1,2 - 10
TS12,R2,0,0,2 - 2
TS12,R2_Adj,0,0,2 - 2
TS12,AIC,0,0,2 - 2
TS12,BIC,0,0,2 - 2
TS13,R2,0,0,2 - 2
TS13,R2_Adj,0,0,2 - 2
TS13,AIC,0,0,2 - 2
TS13,BIC,0,0,2 - 2
TS14,R2,1000,2,1 - 9
TS14,R2_Adj,1000,2,1 - 9
TS14,AIC,1000,2,1 - 9
TS14,BIC,1000,2,1 - 9
TS15,R2,0,0,2 - 2
TS15,R2_Adj,0,0,2 - 2
TS15,AIC,0,0,2 - 2
TS15,BIC,0,0,2 - 2
TS16,R2,500,0,2 - 10
TS16,R2_Adj,500,0,2 - 10
TS16,AIC,500,0,2 - 10
TS16,BIC,500,0,2 - 10
TS17,R2,0,0,1 - 2
TS17,R2_Adj,0,0,1 - 2
TS17,AIC,0,0,1 - 2
TS17,BIC,0,0,1 - 2
TS18,R2,500,1,2 - 10
TS18,R2_Adj,500,1,2 - 10
TS18,AIC,500,1,2 - 10
TS18,BIC,500,1,2 - 10
TS19,R2,0,0,2 - 2
TS19,R2_Adj,0,0,2 - 2
TS19,AIC,0,0,2 - 2
TS19,BIC,0,0,2 - 2
TS20,R2,0,0,2 - 2
TS20,R2_Adj,0,0,2 - 2
TS20,AIC,0,0,2 - 2
TS20,BIC,0,0,2 - 2
TS21,R2,0,0,2 - 2
TS21,R2_Adj,0,0,2 - 2
TS21,AIC,0,0,2 - 2
TS21,BIC,0,0,2 - 2
TS22,R2,0,0,2 - 2
TS22,R2_Adj,0,0,2 - 2
TS22,AIC,0,0,2 - 2
TS22,BIC,0,0,2 - 2
TS23,R2,0,0,1 - 2
TS23,R2_Adj,0,0,1 - 2
TS23,AIC,0,0,1 - 2
TS23,BIC,0,0,1 - 2
TS24,R2,0,0,2 - 2
TS24,R2_Adj,0,0,2 - 2
TS24,AIC,0,0,2 - 2
TS24,BIC,0,0,2 - 2
TS25,R2,0,0,2 - 2
TS25,R2_Adj,0,0,2 - 2
TS25,AIC,0,0,2 - 2
TS25,BIC,0,0,2 - 2
TS26,R2,0,0,2 - 2
TS26,R2_Adj,0,0,2 - 2
TS26,AIC,0,0,2 - 2
TS26,BIC,0,0,2 - 2
TS27,R2,1000,2,2 - 10
TS27,R2_Adj,1000,2,2 - 10
TS27,AIC,1000,2,2 - 10
TS27,BIC,1000,2,2 - 10
TS28,R2,1000,0,2 - 9
TS28,R2_Adj,1000,0,2 - 9
TS28,AIC,1000,0,2 - 9
TS28,BIC,1000,0,2 - 9
TS29,R2,0,0,2 - 2
TS29,R2_Adj,0,0,2 - 2
TS29,AIC,0,0,2 - 2
TS29,BIC,0,0,2 - 2
TS30,R2,500,0,2 - 10
TS30,R2_Adj,500,0,2 - 10
TS30,AIC,500,0,2 - 10
TS30,BIC,500,0,2 - 10
TS31,R2,0,0,2 - 2
TS31,R2_Adj,0,0,2 - 2
TS31,AIC,0,0,2 - 2
TS31,BIC,0,0,2 - 2
TS32,R2,500,2,2 - 10
TS32,R2_Adj,500,2,2 - 10
TS32,AIC,500,2,2 - 10
TS32,BIC,500,2,2 - 10
TS33,R2,500,1,2 - 10
TS33,R2_Adj,500,1,2 - 10
TS33,AIC,500,1,2 - 10
TS33,BIC,500,1,2 - 10
TS34,R2,0,0,2 - 2
TS34,R2_Adj,0,0,2 - 2
TS34,AIC,0,0,2 - 2
TS34,BIC,0,0,2 - 2
TS35,R2,0,0,1 - 2
TS35,R2_Adj,0,0,1 - 2
TS35,AIC,0,0,1 - 2
TS35,BIC,0,0,1 - 2
TS36,R2,0,0,2 - 2
TS36,R2_Adj,0,0,2 - 2
TS36,AIC,0,0,2 - 2
TS36,BIC,0,0,2 - 2
TS37,R2,0,0,2 - 2
TS37,R2_Adj,0,0,2 - 2
TS37,AIC,0,0,2 - 2
TS37,BIC,0,0,2 - 2
TS38,R2,0,0,2 - 2
TS38,R2_Adj,0,0,2 - 2
TS38,AIC,0,0,2 - 2
TS38,BIC,0,0,2 - 2
TS39,R2,0,0,2 - 2
TS39,R2_Adj,0,0,2 - 2
TS39,AIC,0,0,2 - 2
TS39,BIC,0,0,2 - 2
TS40,R2,0,0,2 - 2
TS40,R2_Adj,0,0,2 - 2
TS40,AIC,0,0,2 - 2
TS40,BIC,0,0,2 - 2
TS41,R2,0,0,2 - 2
TS41,R2_Adj,0,0,2 - 2
TS41,AIC,0,0,2 - 2
TS41,BIC,0,0,2 - 2
TS42,R2,0,0,2 - 2
TS42,R2_Adj,0,0,2 - 2
TS42,AIC,0,0,2 - 2
TS42,BIC,0,0,2 - 2
TS43,R2,0,0,2 - 2
TS43,R2_Adj,0,0,2 - 2
