Time,Trend,Seasonal,Noise,Combined
1,96.65947789143343,1.7762325231447362,0.0,98.43571041457817
2,144.811593541221,-0.04898078630916253,0.0,144.76261275491183
3,172.97877552673503,-3.832509343618512e-05,0.0,172.9787372016416
4,192.96370919100858,0.0001293236511671624,0.0,192.96383851465976
5,208.46522804694058,-1.1843912711739083e-05,0.0,208.46521620302786
6,221.1308911765226,7.616125691732599e-07,0.0,221.13089193813516
7,231.83955676835154,-3.99151398707395e-08,0.0,231.8395567284364
8,241.1158248407961,1.7300949212203435e-09,0.0,241.1158248425262
9,249.29807316203664,-5.726120863842593e-11,0.0,249.29807316197937
10,256.61734369672814,8.44809825455458e-13,0.0,256.617343696729
11,263.2384292745884,6.903540587342741e-14,0.0,263.23842927458844
12,269.28300682631016,-8.54454680620694e-15,0.0,269.28300682631016
13,274.8434791544306,6.117566702406995e-16,0.0,274.8434791544306
14,279.9916724181391,-3.454966408623007e-17,0.0,279.9916724181391
15,284.78452568224225,1.6194582270295469e-18,0.0,284.78452568224225
16,289.26794049058367,-6.08232616794711e-20,0.0,289.26794049058367
17,293.479461337529,1.4578652479472541e-21,5.581516370970175,299.0609777084992
18,297.45018881182426,2.1570573999796645e-23,5.581516370970175,303.03170518279444
19,301.20617479068346,-5.73577860205671e-24,5.581516370970175,306.78769116165364
20,304.7694593465157,4.742737726066552e-25,5.581516370970175,310.3509757174859
21,308.15885440365315,-2.906689369403051e-26,5.581516370970175,313.74037077462333
22,311.3905449243759,1.4662156743567509e-27,5.581516370970175,316.97206129534607
23,314.4785563484699,-6.075211338803418e-29,5.581516370970175,320.0600727194401
24,317.4351224760978,1.8448278451163332e-30,5.581516370970175,323.01663884706795
25,320.2709782024478,-1.4346020405809037e-32,5.581516370970175,325.85249457341797
26,322.9955948042182,-3.412812021709195e-33,5.581516370970175,328.57711117518835
27,325.61737079733825,3.5199568545383947e-34,5.581516370970175,331.19888716830843
28,328.14378806792666,-2.374064732044339e-35,5.581516370970175,333.72530443889684
29,330.5815405932864,1.2883807235674876e-36,5.581516370970175,336.16305696425655
30,332.9366413320298,-5.800803173196764e-38,5.581516370970175,338.518157703
31,335.21451158093305,2.04811386312843e-39,5.581516370970175,340.7960279519032
32,337.42005614037123,-4.0165281089931566e-41,5.581516370970175,343.0015725113414
33,339.55772690989,-1.5505905739054937e-42,5.581516370970175,345.13924328086017
34,341.6315769873166,2.4633455510914332e-43,5.581516370970175,347.21309335828676
35,343.6453069238587,-1.8765674998499305e-44,0.0,343.6453069238587
36,345.6023044616118,1.1003110308570214e-45,0.0,345.6023044616118
37,347.50567882537365,-5.341674230674968e-47,0.0,347.50567882537365
38,349.3582904404711,2.1071035400596983e-48,0.0,349.3582904404711
39,351.1627767897322,-5.740326300305103e-50,0.0,351.1627767897322
40,352.9215749963033,-1.1024482422727544e-52,0.0,352.9215749963033
41,354.63694161755456,1.57594288814155e-52,0.0,354.63694161755456
42,356.3109700534407,-1.4269859101043632e-53,0.0,356.3109700534407
43,357.945605906215,9.130353896103669e-55,0.0,357.945605906215
44,359.54266057416345,-4.766828712065129e-56,0.0,359.54266057416345
45,361.10382331754386,2.05719612298576e-57,0.0,361.10382331754386
46,362.6306719982575,-6.755683897121503e-59,0.0,362.6306719982575
47,364.12468266443574,9.555466348888225e-61,0.0,364.12468266443574
48,365.58723812588534,8.524903981066432e-62,0.0,365.58723812588534
49,367.0196356452696,-1.0326163741097378e-62,0.0,367.0196356452696
50,368.42309385223535,7.346420318948454e-64,0.0,368.42309385223535
51,369.7987589728306,-4.13221955988012e-65,0.0,369.7987589728306
52,371.14771045400573,1.9292902088430954e-66,0.0,371.14771045400573
53,372.47096605234435,-7.20424326753854e-68,0.0,372.47096605234435
54,373.7694864471258,1.6982340139394502e-69,0.0,373.7694864471258
55,375.04417943009554,2.8185092444152603e-71,0.0,375.04417943009554
56,376.2959037177142,-6.963869473435805e-72,0.0,376.2959037177142
57,377.5254724259851,5.70694921580349e-73,0.0,377.5254724259851
58,378.73365624307394,-3.4817075835097626e-74,0.0,378.73365624307394
59,379.92118633072374,1.7496003874700485e-75,0.0,379.92118633072374
60,381.08875698181737,-7.21544559346706e-77,0.0,381.08875698181737
61,382.2370280582747,2.170029104114883e-78,5.04270090881155,387.2797289670862
62,383.3666272307206,-1.5094927899792637e-80,5.04270090881155,388.40932813953214
63,384.4781520389548,-4.178783811266632e-81,0.0,384.4781520389548
64,385.5721717901588,4.2465222085087966e-82,0.0,385.5721717901588
65,386.64922930993777,-2.8483036691064143e-83,0.0,386.64922930993777
66,387.70984255967755,1.5397297165522174e-84,0.0,387.70984255967755
67,388.7545061322823,-6.904010094542521e-86,3.2702783660107158,392.024784498293
68,389.78369263710414,2.421391359786451e-87,3.2702783660107158,393.05397100311484
69,390.7978539837716,-4.6304642737197235e-89,3.2702783660107158,394.0681323497823
70,391.79742257364626,-1.9422449790678463e-90,3.2702783660107158,395.06770093965696
