Time,Trend,Seasonal,Noise,Combined
1,139.0846776538851,4.650934137038008,6.643893239929815,150.37950503085293
2,138.73500553756534,3487.046495842504,9.487087402781313,3635.268588782851
3,138.38565691364823,-3219.119962665354,-7.615627310358908,-3088.3499330620643
4,138.0366299894146,-1117.4805845896915,-0.17927443303144966,-979.6232290333083
5,137.68792297214512,4149.191983025056,3.7564830313048803,4290.6363890285065
6,137.33953406912065,-2335.8656513355927,2.304445783167677,-2196.221671483305
7,136.99146148762193,-2205.0657802201827,-9.65684371687893,-2077.7311624494396
8,136.64370343492973,4171.127948969563,-8.287859966701795,4299.483792437791
9,136.29625811832483,-1266.5376213739255,7.034574845050722,-1123.20678841055
10,135.949123745088,-3116.99669996416,8.395769583398193,-2972.651806635674
11,135.6022985225,3860.7942538098605,3.739575643282212,4000.1361279756425
12,135.25578065784165,-96.31793060055699,14.240527204128158,53.17837726141282
13,134.90956835839367,-3780.629449565483,5.070870471317237,-3640.6490107357718
14,134.5636598314368,3242.9119017878365,6.775951079878622,3384.251512699152
15,134.21805328425194,1081.5743913053116,1.3462607281950834,1217.1387053177586
16,133.87274692411975,-4143.0994246520495,-4.951745473653464,-4014.178423201583
17,133.52773895832104,2366.7010468331605,-9.562224137418143,2490.6665616540636
18,133.18302759413655,2173.3091172671893,-2.3754542431021353,2304.116690618224
19,132.8386110388471,-4175.532474812768,8.620919977096731,-4034.072943796824
20,132.49448749973345,1301.960143319198,-0.9533193834509301,1433.5013114354806
21,132.15065518407633,3091.9192849072706,6.700813831821456,3230.7707539231683
22,131.80711229915656,-3875.3450018657245,6.28776246781854,-3737.2501270987495
23,131.46385705225492,133.5058412031311,-2.6638123687660973,262.3058858866199
24,131.12088765065215,3764.2289349112284,0.4585728194040795,3895.8083953812848
25,130.778202301629,-3266.449767808185,0.6965001506855496,-3134.9750653558704
26,130.4357992124663,-1045.5834596841805,-0.5197805778356521,-915.6674410495499
27,130.0936765904448,4136.682265995361,2.1395971218139422,4268.915539707619
28,129.75183264284524,-2397.3510179050877,2.065825378949439,-2265.533359883293
29,129.41026557694843,-2141.3821816068134,-3.7333551779166205,-2015.7052712077816
30,129.06897360003515,4179.609859333275,-5.132028470346623,4303.546804462963
31,128.72795491938612,-1337.2806603187655,4.945529041175921,-1203.6071763582036
32,128.38720774228216,-3066.5996265986196,-13.210244776948015,-2951.4226636332855
33,128.04673027600407,3889.5921274500924,2.171298590694067,4019.8101563167907
34,127.70652072783253,-170.68329199543138,4.414252883468257,-38.56251838413059
35,127.36657730504838,-3747.533503419391,13.670439183061902,-3606.4964869312807
36,127.02689821493236,3289.7317166002495,9.226136786660875,3425.9847516018426
37,126.68748166476529,1009.5106095154025,-10.433400067166918,1125.7646911130007
38,126.34832586182787,-4129.941009821474,-12.632649404107221,-4016.225333363753
39,126.00942901340095,2427.813163211632,-2.666398374689699,2551.1561938503432
40,125.67078932676522,2109.2874746254106,-13.336151725417047,2221.622112226759
41,125.33240500920152,-4183.359783079382,3.317155853116664,-4054.7102222170643
42,124.99427426799059,1372.4964051086392,-2.6969886432074657,1494.7936907334224
43,124.65639531041322,3041.039708762812,6.575040584851933,3172.2711446580774
44,124.31876634375014,-3903.5345143404143,9.969349793162658,-3769.2463982035015
45,123.98138557528219,207.8473702278863,-6.818317025255113,325.0104387779134
46,123.64425121229007,3730.544463130459,11.73829449387813,3865.927008836627
47,123.30736146205462,-3312.755924088283,2.5687576177950002,-3186.879805008433
48,122.97071453185656,-973.3586670061707,3.5277280826425472,-846.8602243916716
49,122.63430862897668,4122.876184289005,-3.5254646492007224,4241.985028268782
50,122.29814196069577,-2458.085096128675,-7.78575695516681,-2343.5727111231463
51,121.96221273429457,-2077.027510853752,-2.922052515338506,-1957.987350634796
52,121.62651915705386,4186.781952255024,-1.8364439039216316,4306.572027508157
53,121.29105943625443,-1407.604618633442,12.249817407857421,-1274.0637417893302
54,120.95583177917705,-3015.2415339481167,-6.88204460460029,-2901.16774677354
55,120.62083439310247,3917.171070189565,0.14409131363773545,4037.935995896305
56,120.2860654853115,-244.9951641986272,-4.46852119091623,-129.17761990423193
57,119.95152326308487,-3713.2631450883523,-6.976332642234475,-3600.287954467502
58,119.61720593370336,3335.520586389848,-13.116681343194877,3442.0211109803563
