Time,Trend,Seasonal,Noise,Combined
1,3.4230002232132346,2073.69053843835,0.4555778669032602,2077.5691165284666
2,0.861922327102814,6688.882212946995,4.826186292666616,6694.5703215667645
3,0.2170347792910591,-5278.556268358484,6.71828815109895,-5271.620945428094
4,0.054650046693012454,-5152.821981933339,12.095972427904787,-5140.671359458742
5,0.013761055317052025,6778.027813520619,10.563304342035895,6788.604878917972
6,0.0034650774317303225,3180.4154298873927,9.088336585980064,3189.5072315508046
7,0.0008725175018378581,-7703.528918668723,10.260360437711835,-7693.267685713509
8,0.00021970267793791268,-938.6879936635306,9.096172998448033,-929.5916009624046
9,5.532183204510684e-05,7976.68718829629,16.559212015537405,7993.246455633659
10,1.3930213002191535e-05,-1382.5285174921582,17.517839184958518,-1365.0106643769866
11,3.50767187406603e-06,-7574.371296223327,20.197152930624537,-7554.17413978503
12,8.83242917691082e-07,3586.6710768511302,20.56231768739319,3607.2333954217665
13,2.2240337171194875e-07,6530.649770338895,22.778784698238184,6553.428555259537
14,5.600187531437784e-08,-5487.090601604177,21.14316641798726,-5465.947435130188
15,1.4101450057101932e-08,-4933.906034250229,24.32320118953803,-4909.582833046589
16,3.5507899083137904e-09,6922.857591188038,21.96455092141565,6944.822142113005
17,8.941001756506042e-10,2919.354007110076,21.14848593894967,2940.50249304992
18,2.2513726374706012e-10,-7772.389804655692,20.873828152593973,-7751.515976502873
19,5.669027801121991e-11,-657.5880484078232,25.505691417007018,-632.0823569907594
20,1.4274792042422922e-11,7963.74797120665,26.253885442409512,7990.0018566490735
21,3.5944379707238594e-12,-1659.8631496998669,24.401424039469703,-1635.4617256603935
22,9.050908963846799e-13,-7480.727682408645,25.01271701259444,-7455.71496539605
23,2.279047621326603e-13,3836.755411106845,19.516956544936978,3856.272367651782
24,5.738714289384343e-14,6364.231598345792,22.03020495073218,6386.261803296524
25,1.445026483299822e-14,-5688.747236557164,23.664554574381555,-5665.082681982783
26,3.638622576664057e-15,-4708.805767850344,26.98192422290993,-4681.823843627434
27,9.162167204836178e-16,7059.010033398002,21.601408448520292,7080.611441846522
28,2.3070627997459935e-16,2654.6333708208413,24.208616295973815,2678.8419871168153
29,5.809257398361341e-17,-7831.508523805814,25.846646902190788,-7805.661876903623
30,1.462789462173789e-17,-375.6638608484591,23.013651710219925,-352.6502091382392
31,3.683350321592323e-18,7940.826732714064,16.579524902561925,7957.406257616626
32,9.274793087046733e-19,-1935.1172553077977,21.63380043901284,-1913.4834548687847
33,2.3354223545682837e-19,-7377.707480572254,23.186080529294863,-7354.52140004296
34,5.88066765805768e-20,4082.0306310144456,22.006262139981907,4104.036893154427
35,1.4807707923528173e-20,6189.836290931458,23.585734961842114,6213.4220258933
36,3.728627882041218e-21,-5883.273410215066,19.050928072507908,-5864.222482142558
37,9.388803422199492e-22,-4477.803330748241,21.174122759534587,-4456.629207988706
38,2.364130519038221e-22,7186.314482239448,18.344839347242758,7204.659321586691
39,5.952955727918075e-23,2386.585330497903,21.463278260140903,2408.0486087580443
40,1.498973157918939e-23,-7880.81097478862,28.084873169109283,-7852.726101619511
41,3.774462016614543e-24,-93.26880395582953,28.02534873261475,-65.24345522321478
42,9.50421522867346e-25,7907.952203046345,30.836450068983744,7938.788653115329
43,2.3931915784376863e-25,-2207.9458218444565,34.42033006785471,-2173.525491776602
44,6.026132398418396e-26,-7265.439819594434,34.42653231029607,-7231.013287284138
45,1.517399275948246e-26,4322.189300615331,36.354175808941164,4358.543476424273
46,3.820859566996188e-27,6007.682440860918,38.25581479397014,6045.938255654888
47,9.62104573404596e-28,-6070.425297128685,39.3581687362652,-6031.06712839242
48,2.4226098707253606e-28,-4241.188268931144,40.19303443697291,-4200.995234494171
49,6.10020859267637e-29,7304.611370165038,43.78736358914877,7348.398733754188
50,1.536051896916473e-29,2115.5458662955525,49.8681373679757,2165.414003663528
51,3.867827458971401e-30,-7920.235360304389,47.85056192676092,-7872.384798377629
52,9.73931237766419e-31,189.2431590973773,45.64258405533521,234.8857431527125
53,2.4523897871842547e-31,7865.165588210955,39.81085442404706,7904.976442635002
54,6.175195368082076e-32,-2478.0068770874527,35.03220189678529,-2442.9746751906673
55,1.5549338051095582e-32,-7144.065419422553,36.00606900867293,-7108.05935041388
56,3.9153727034606e-33,4556.930397201309,32.1425812509261,4589.072978452235
57,9.859032813248428e-34,5817.998365709975,31.140163282907384,5849.138528992882
58,2.482535773077198e-34,-6249.968315019829,34.60807796491782,-6215.360237054911
59,6.251103917948494e-35,-3999.257163433678,35.49121496415737,-3963.765948469521
60,1.574047819039258e-35,7413.752419997708,36.21390740556975,7449.966327403277
61,3.9635023975659e-36,1841.8547079169641,31.760219457745244,1873.6149273747094
62,9.980224911527183e-37,-7949.732264542652,30.560374391077325,-7919.171890151575
63,2.5130523283103853e-37,471.5179186037992,32.00023568181888,503.5181542856181
64,6.327945573182333e-38,7812.520518346213,27.127543686021596,7839.6480620322345
65,1.5933967918638666e-38,-2744.961917703521,28.6664670756731,-2716.295450627848
66,4.012223725630496e-39,-7013.736414687774,28.305566715409736,-6985.430847972365
67,1.0102906762904793e-39,4785.959688627071,22.75687487836092,4808.716563505432
68,2.5439440081050793e-40,5621.021821683974,26.933558708736427,5647.95538039271
69,6.405731803975398e-41,-6421.677418815016,25.40817829470005,-6396.269240520316
70,1.6129836118141084e-41,-3752.3132585927847,22.368928650105858,-3729.944329942679
71,4.061543960311078e-42,7513.600830786534,24.29176254941424,7537.892593335949
72,1.0227096680161762e-42,1565.8549087850497,23.612690825660565,1589.4675996107103
73,2.575215423677571e-43,-7969.264715121751,18.679498180168448,-7950.585216941582
74,6.484474221516754e-44,753.2016621749614,18.835248657188338,772.0369108321497
75,1.6328112026242653e-44,7750.082980499429,16.924355099954226,7767.007335599384
76,4.111470463663421e-45,-3008.476333539416,16.873749254900833,-2991.602584284515
77,1.0352813201188345e-45,-6874.616164014632,16.122720798160966,-6858.493443216471
78,2.6068712429274992e-46,5008.990102110155,20.694457668938398,5029.684559779093
79,6.564184579725938e-47,5416.999705606556,17.87535834976891,5434.875063956325
80,1.6528825239686046e-47,-6585.337382724162,21.92761853232518,-6563.409764191837
81,4.162010688241325e-48,-3500.666081951571,24.07542080664791,-3476.590661144923
82,1.0480075091751687e-48,7604.031449277402,23.976136102189496,7628.007585379592
83,2.6389161911346285e-49,1287.892416048326,21.73227071557205,1309.624686763898
84,6.644874777007462e-50,-7978.80822943118,14.613505439720536,-7964.194723991459
85,1.6732005719031707e-50,1033.9413182210349,10.29920788256618,1044.240526103601
86,4.213172178209061e-51,7677.931235916614,9.29150200634204,7687.222737922956
87,1.0608901348297012e-51,-3268.219827033189,18.112140711118233,-3250.107686322071
88,2.6713550516641958e-52,-6726.879045261993,19.030348170019167,-6707.848697091974
89,6.726556858026906e-53,5225.742084057337,16.52679540538358,5242.26887946272
90,1.6937683793130082e-53,5206.18774545112,16.667335194011493,5222.855080645131
91,4.264962570467487e-54,-6740.743070011592,17.376318872914453,-6723.3667511386775
92,1.0739311200783224e-54,-3244.6310562873914,16.896853382501536,-3227.73420290489
93,2.7041926666809236e-55,7684.930926784177,19.848228241084374,7704.779155025261
94,6.809243015508824e-56,1008.3156369594765,22.32983084625729,1030.6454678057337
95,1.7145890163648812e-56,-7978.350845318892,19.854241393233004,-7958.49660392566
96,4.317389595794022e-57,1313.3849985022816,20.209626657760168,1333.5946251600417
97,1.0871324115553373e-57,7596.155721947277,20.333523935487417,7616.489245882764
98,2.7374339378718148e-58,-3523.8668272199257,15.25600164231042,-3508.6108255776153
99,6.892945592056754e-59,-6570.710236952175,11.438278196373004,-6559.271958755802
100,1.73566559096556e-59,5435.943950466215,13.953159035482946,5449.897109501698
101,4.3704610799966143e-60,4988.85017980305,18.50201586430049,5007.35219566735
102,1.1004959798240411e-60,-6887.699690121117,14.761804063575871,-6872.937886057541
103,2.7710838271778284e-61,-2984.529104250651,10.498254432765812,-2974.030849817885
104,6.977677081995616e-62,7756.1978612636385,11.215507367906868,7767.413368631545
105,1.7570012492257383e-62,727.4750021703406,12.28317645201556,739.7581786223562
106,4.424184945081907e-63,-7967.893136085051,12.602779540304773,-7955.290356544746
107,1.1140238196708655e-63,1591.1824391972484,13.402899135228886,1604.5853383324772
108,2.8051473575345508e-64,7504.858938687306,14.09381647860669,7518.952755165913
109,7.0634501332367356e-65,-3775.0968978130054,12.600790946791896,-3762.4961068662137
110,1.7785991759296566e-65,-6406.305486162139,13.763668952749407,-6392.54181720939
111,4.4785692104377596e-66,5639.3322274628,12.842348479327274,5652.174575942127
112,1.127717950403142e-66,4765.259426654456,14.544278603126825,4779.803705257583
113,2.839629613621972e-67,-7026.023042832876,13.354824506942379,-7012.668218325934
114,7.150277549165811e-68,-2720.6862461098935,9.366603262026672,-2711.319642847867
115,1.8004625950104945e-68,7817.742924416115,9.026673902586605,7826.769598318701
116,4.5336219940303063e-69,445.72252649070583,7.431481249897286,453.1540077406031
117,1.1415804161505244e-69,-7947.448209763432,6.256281717447054,-7941.191928045985
118,2.874535742623479e-70,1866.9854399348626,5.389319197538431,1872.374759132401
119,7.238172290554075e-71,7404.155320502008,2.9150150485414326,7407.070335550549
120,1.8225947700316102e-71,-4021.5951388493977,-2.61573936969029,-4024.210878219088
121,4.589351513615729e-72,-6233.870863167721,-2.7822571991045555,-6236.6531203668255
122,1.1556132861701175e-72,5835.651981548266,-2.3025417373577035,5833.349439810909
123,2.909870954994178e-73,4535.695741946571,-1.2689296088372737,4534.426812337733
124,7.327147477492963e-74,-7155.539749145888,-3.6533689767762176,-7159.193118122665
125,1.8449990046736937e-74,-2453.433191107361,-1.5531167846316754,-2454.9863078919925
126,4.645766087966924e-75,7869.488973652479,-3.3713635352977054,7866.117610117181
127,1.1698186551553557e-75,163.41136766146724,-4.528632063241355,158.88273559822588
128,2.9456405252386614e-76,-7917.041692691276,-0.26283528291555036,-7917.304527974191
129,7.417216391352546e-77,2140.4483002410066,3.0522665483026157,2143.5005667893092
130,1.867678643227909e-77,7294.171092589964,3.652629505732216,7297.823722095696
131,4.702874138115253e-78,-4263.0525813963095,9.476553707056311,-4253.576027689253
132,1.1841986435486796e-78,-6053.622503147844,10.607550500621596,-6043.014952647222
133,2.981849792698335e-79,6024.657139141498,14.709430872699654,6039.366570014198
134,7.508392476764054e-80,4300.446868287057,12.033475449944032,4312.480343737001
135,1.8906370710950978e-80,-7276.087468597325,14.04243261180163,-7262.045035985523
136,4.760684188607548e-81,-2183.1049229363775,16.328309289545135,-2166.776613646832
137,1.1987553978580544e-81,7911.371148787312,19.600998797985003,7930.9721475852975
138,3.0185041623484265e-82,-119.10461630570933,25.186054217641743,-93.91856208806759
139,7.600689343626762e-83,-7876.711697388827,26.096431778308432,-7850.615265610519
140,1.9138777152911202e-83,2411.2282528472615,24.286587618037718,2435.514840465299
141,4.819204868778582e-84,7175.044112769706,25.406795832379512,7200.450908602085
142,1.2134910909773815e-84,-4499.166574819832,24.904608291498413,-4474.261966528334
143,3.055609105604786e-85,-5865.786335275966,24.853568793430124,-5840.932766482536
144,7.694120769139547e-86,6206.1107950133455,24.55888895484764,6230.669683968194
